trade_id,epic,signal_type,entry_time,exit_time,entry_price,exit_price,position_size,pnl_pips,pnl_currency,duration_minutes,status
T000003,CS.D.USDJPY.MINI.IP,BEAR,2025-05-23 08:35:00,2025-05-23 08:40:00,143.346,143.3308,5000.0,1.5199999999992997,75.99999999996498,5,CLOSED_WIN
T000006,CS.D.USDJPY.MINI.IP,BEAR,2025-05-23 08:50:00,2025-05-23 08:55:00,143.343,143.32539999999997,5007.6,1.7600000000015825,88.13376000007926,5,CLOSED_WIN
T000001,CS.D.USDJPY.MINI.IP,BEAR,2025-05-23 08:10:00,2025-05-23 09:20:00,143.282,143.21560000000002,5000.0,6.639999999998736,331.9999999999368,70,CLOSED_WIN
T000007,CS.D.EURUSD.MINI.IP,BULL,2025-05-23 10:10:00,2025-05-23 11:10:00,1.13571,1.13421,504961.34,-15.000000000000568,-757.4420100000287,60,CLOSED_LOSS
T000002,CS.D.EURUSD.MINI.IP,BULL,2025-05-23 08:35:00,2025-05-23 11:20:00,1.13411,1.1369225,500000.0,28.125000000001066,1406.2500000000532,165,CLOSED_WIN
T000005,CS.D.EURUSD.MINI.IP,BULL,2025-05-23 08:50:00,2025-05-23 11:20:00,1.13401,1.1368225,500760.0,28.125000000001066,1408.3875000000535,150,CLOSED_WIN
T000009,CS.D.EURUSD.MINI.IP,BULL,2025-05-23 11:15:00,2025-05-23 11:40:00,1.13553,1.1340299999999999,497386.92,-15.000000000000568,-746.0803800000283,25,CLOSED_LOSS
T000008,CS.D.GBPUSD.MINI.IP,BULL,2025-05-23 10:10:00,2025-05-23 11:50:00,1.34996,1.3480100000000002,388431.8,-19.499999999998963,-757.4420099999597,100,CLOSED_LOSS
T000004,CS.D.AUDUSD.MINI.IP,BULL,2025-05-23 08:35:00,2025-05-23 12:05:00,0.6453800000000001,0.6434300000000001,384615.38,-19.50000000000007,-749.9999910000029,210,CLOSED_LOSS
T000012,CS.D.USDJPY.MINI.IP,BEAR,2025-05-23 14:50:00,2025-05-23 15:20:00,142.67,142.82,5029.98,-15.000000000000568,-754.4970000000286,30,CLOSED_LOSS
T000010,CS.D.AUDUSD.MINI.IP,BULL,2025-05-23 14:00:00,2025-05-23 16:50:00,0.6456000000000001,0.6486318550393808,386921.59,30.318550393807485,1173.090172486712,170,CLOSED_WIN
T000013,CS.D.GBPUSD.MINI.IP,BULL,2025-05-23 15:20:00,2025-05-23 17:30:00,1.34976,1.3526916845602492,381117.77,29.316845602491703,1117.3170819455945,130,CLOSED_WIN
T000011,CS.D.EURUSD.MINI.IP,BULL,2025-05-23 14:40:00,2025-05-23 17:45:00,1.1337899999999999,1.1365180365935834,502998.07,27.280365935835604,1372.1971414619054,185,CLOSED_WIN
